HD96423          968.84  5711.00   4.35   0.98   0.10
HD96673          116.21  4788.00   4.38   0.55  -0.13
HD967            778.62  5568.00   4.53   0.77  -0.68
HD96700         3523.24  5845.00   4.39   1.04  -0.18
HD97037         1113.29  5883.00   4.34   1.13  -0.07
HD97320          547.19  6165.00   4.57   1.50  -1.05
HD97343         1087.11  5410.00   4.39   0.82  -0.06
HD97783          379.30  5682.00   4.50   0.88  -0.73
HD9782          1056.97  6023.00   4.42   1.09   0.09
HD9796           496.82  5179.00   4.38   0.66  -0.25
HD97998          879.37  5716.00   4.57   0.85  -0.42
HD98281         1597.79  5381.00   4.42   0.64  -0.26
HD98284          185.06  5913.00   4.52   1.18  -0.84
HD98356          320.71  5322.00   4.41   0.84   0.10
HIP102025         90.60  4684.00   4.32   0.53  -0.28
HIP102964         98.71  4797.00   4.43   0.72  -0.23
HIP103867         31.30  4559.00   4.14   0.77  -0.45
HIP104856         52.80  5023.00   4.43   0.22  -0.24
HIP105506         88.66  4840.00   4.37   0.22  -0.01
HIP10741          97.26  4859.00   4.40   0.51  -0.15
HIP108216         72.96  4830.00   4.53   0.66  -0.51
HIP109149        161.59  4960.00   4.43   0.32  -0.12
HIP109421         81.95  4576.00   4.42   0.32  -0.27
HIP113596         88.19  4580.00   4.25   0.67  -0.21
HIP116374        137.60  4626.00   4.31   0.42   0.01
HIP116939         44.46  4984.00   4.35   0.56  -0.07
HIP12147         110.36  5050.00   4.50   0.43  -0.32
HIP15587         116.33  5239.00   4.46   0.66  -0.12
HIP16094         106.93  4877.00   4.44   0.39  -0.04
HIP17346         249.29  4699.00   4.32   0.66  -0.16
HIP1745           97.88  5416.00   4.39   0.47  -0.44
HIP18918         218.29  4572.00   4.28   0.45  -0.20
HIP20444          94.07  4907.00   4.41   0.54  -0.12
HIP21539         107.71  4578.00   4.33   0.25  -0.33
HIP21934         264.72  4674.00   4.19   0.62   0.03
HIP22059         252.45  4741.00   4.40   0.79  -0.32
HIP25612         133.51  4571.00   4.35   0.56  -0.50
HIP26013         348.37  4891.00   4.41   0.90   0.02
HIP26542         175.62  4750.00   4.48   0.65  -0.54
HIP31639          90.19  5400.00   4.53   0.31  -0.54
HIP32127         270.08  5302.00   4.44   0.58  -0.64
HIP32812         212.09  4977.00   4.41   0.56  -0.02
HIP33392          90.22  4986.00   4.54   0.97  -0.09
HIP35992         106.54  4939.00   4.25   0.62  -0.02
HIP36347          78.64  4719.00   4.38   0.84  -0.05
HIP38324         154.86  4615.00   4.39   0.48  -0.30
HIP39470         210.06  4571.00   4.40   0.61  -0.39
HIP41659         370.83  5197.00   4.38   0.42  -0.53
HIP45301          81.53  4788.00   4.46   0.10  -0.12
HIP46933         151.40  4487.00   4.22   0.22  -0.24
HIP5114          186.47  4846.00   4.39   0.74  -0.69
HIP5158          364.01  4813.00   4.32   0.54   0.17
HIP54446          99.19  4992.00   4.51   0.74  -0.18
HIP54597         212.36  4799.00   4.43   0.52  -0.22
HIP57688          86.40  4712.00   4.32   0.37  -0.14
HIP58348         178.69  4828.00   4.34   0.43   0.00
HIP59925         109.30  4590.00   4.40   0.43  -0.26
HIP61406          91.05  4855.00   4.42   0.68   0.03
HIP64965          90.44  4888.00   4.78   0.00  -1.03
HIP67126         117.49  4681.00   4.20   0.27  -0.19
HIP69224          76.10  5005.00   4.30   0.32  -0.14
HIP7058           72.80  4749.00   4.55   0.41  -0.10
HIP7743           77.32  4692.00   4.39   0.74  -0.17
HIP78242         128.34  5244.00   4.40   0.73  -0.01
HIP80083          80.94  4800.00   4.78   0.31  -0.80
HIP88316          74.71  5159.00   4.38   0.35  -0.01
HIP9398           90.77  4734.00   4.49   0.62  -0.43
HIP96240          63.82  4849.00   4.47   0.70  -0.15
HIP98764          65.48  4912.00   4.44   0.38  -0.28
HIP99606B         65.82  5764.00   4.19   0.98  -0.41
